time	channel1	channel2	channel3	channel4	class
0	2.0	1.882	2.196	1.922	7
1	1.98	1.804	2.078	1.941	7
2	1.882	1.863	2.078	1.863	7
3	1.745	1.902	2.098	1.824	7
4	1.843	2.02	2.118	1.804	7
5	1.922	2.0	2.137	1.863	7
6	1.98	2.118	2.157	1.882	7
7	1.824	1.961	1.961	1.765	7
8	1.725	1.98	1.961	1.647	7
9	1.882	2.039	2.157	1.686	7
10	2.255	2.157	2.373	2.0	7
11	2.216	2.157	2.451	2.373	7
12	1.941	2.157	2.353	2.431	7
13	1.608	1.667	1.922	2.098	7
14	1.961	1.588	1.941	1.667	7
15	2.529	1.784	2.137	1.431	7
16	2.392	1.843	2.157	1.49	7
17	1.882	1.765	2.137	1.745	7
18	1.706	1.882	2.098	2.118	7
19	1.843	1.824	2.039	2.353	7
20	2.137	1.863	2.02	2.235	7
21	2.392	1.941	2.02	1.98	7
22	2.255	1.882	2.137	1.863	7
23	2.118	1.98	2.176	1.863	7
24	1.961	1.863	2.078	1.902	7
25	2.02	1.824	1.863	1.902	7
26	2.235	1.843	1.882	1.882	7
27	2.137	1.765	1.98	1.922	7
28	2.078	1.961	2.078	1.961	7
29	2.314	2.0	1.98	2.0	7
30	1.745	1.451	1.843	1.961	7
31	1.765	1.549	2.0	1.922	7
32	2.098	1.706	2.098	1.902	7
33	2.314	1.843	2.196	1.98	7
34	2.176	1.804	2.157	2.059	7
35	2.0	1.765	2.0	2.059	7
36	1.863	1.804	1.961	1.98	7
37	1.941	1.922	2.078	1.902	7
38	1.922	1.961	2.137	1.882	7
39	1.804	1.961	2.098	1.961	7
40	1.843	1.98	1.98	2.0	7
41	1.941	2.0	2.039	2.039	7
42	2.02	2.059	2.078	2.059	7
43	2.02	2.02	2.196	2.078	7
44	1.902	1.961	2.235	2.098	7
45	1.922	1.98	2.275	2.02	7
46	2.157	2.059	2.157	1.941	7
47	1.902	1.627	1.902	1.765	7
48	1.882	1.647	2.0	1.745	7
49	1.843	1.725	2.039	1.843	7
50	1.784	1.745	2.0	1.98	7
51	1.745	1.863	2.078	2.078	7
52	1.745	1.843	2.02	2.098	7
53	1.706	1.725	1.922	2.0	7
54	1.882	1.745	1.961	1.804	7
55	2.255	1.882	2.02	1.804	7
56	2.137	2.02	2.216	1.922	7
57	2.0	2.137	2.157	2.02	7
58	1.863	2.118	2.118	1.98	7
59	1.843	2.196	2.098	1.961	7
60	1.902	2.078	2.098	1.961	7
61	1.922	1.902	2.039	2.0	7
62	2.02	2.059	2.255	2.059	7
63	2.216	2.157	2.275	2.078	7
64	1.98	1.824	2.059	1.98	7
