time	channel1	channel2	channel3	channel4	class
0	2.157	2.51	2.196	1.314	2
1	2.039	1.412	2.235	1.294	2
2	2.157	1.529	2.235	1.275	2
3	2.216	2.137	2.118	1.314	2
4	2.235	2.765	1.941	1.314	2
5	2.098	2.294	2.0	1.294	2
6	2.039	1.863	2.098	1.275	2
7	1.941	2.039	2.216	1.294	2
8	2.373	2.098	2.196	1.294	2
9	2.314	2.49	2.137	1.294	2
10	2.235	2.078	2.157	1.294	2
11	2.137	2.039	2.157	1.294	2
12	2.235	2.569	2.098	1.314	2
13	2.588	3.294	2.078	1.353	2
14	2.314	2.529	2.137	1.333	2
15	2.216	2.039	2.098	1.333	2
16	2.294	2.686	2.078	1.373	2
17	2.137	2.471	2.098	1.392	2
18	2.098	2.098	2.157	1.373	2
19	2.02	1.902	2.176	1.353	2
20	2.078	1.824	2.176	1.373	2
21	2.196	2.098	2.137	1.392	2
22	2.137	2.216	2.098	1.373	2
23	2.255	3.078	1.961	1.392	2
24	2.039	2.412	2.059	1.373	2
25	2.529	1.922	2.098	1.353	2
26	2.412	1.922	2.098	1.333	2
27	2.235	1.765	2.196	1.314	2
28	2.235	1.725	2.216	1.294	2
29	2.275	1.647	2.176	1.294	2
30	2.02	1.686	2.157	1.314	2
31	2.118	1.235	2.157	1.294	2
32	2.294	2.098	2.098	1.314	2
33	2.0	2.314	2.137	1.294	2
34	1.98	2.275	2.157	1.314	2
35	2.039	2.314	2.157	1.314	2
36	2.137	2.078	2.157	1.333	2
37	2.118	1.961	2.157	1.333	2
38	2.196	1.765	2.176	1.314	2
39	2.118	2.02	2.137	1.314	2
40	2.176	2.569	2.118	1.314	2
41	2.157	2.627	2.118	1.353	2
42	2.471	2.353	2.078	1.412	2
43	2.235	2.392	2.098	1.431	2
44	2.02	2.02	2.176	1.373	2
45	1.98	1.843	2.176	1.353	2
46	2.216	2.255	2.137	1.353	2
47	2.235	2.922	2.098	1.373	2
48	2.157	2.294	2.118	1.333	2
49	2.02	1.863	2.157	1.314	2
50	2.059	1.863	2.196	1.333	2
51	2.078	2.157	2.157	1.314	2
52	1.961	1.588	2.216	1.294	2
53	2.078	1.196	2.216	1.294	2
54	2.098	1.647	2.176	1.333	2
55	2.255	2.196	2.157	1.353	2
56	2.275	2.353	2.059	1.333	2
57	2.039	2.373	2.059	1.314	2
58	1.824	1.608	2.157	1.314	2
59	2.353	1.667	2.118	1.333	2
60	2.235	2.333	2.078	1.333	2
61	2.098	2.235	2.137	1.333	2
62	2.078	1.98	2.137	1.333	2
63	2.176	1.882	2.137	1.373	2
64	2.412	2.157	2.078	1.353	2
65	2.392	2.118	2.078	1.353	2
66	2.216	1.882	2.118	1.353	2
67	2.235	1.98	2.137	1.353	2
68	2.373	2.353	2.118	1.373	2
69	2.294	2.314	2.118	1.392	2
70	2.118	2.039	2.137	1.392	2
71	2.137	2.098	2.196	1.353	2
72	2.078	1.667	2.216	1.314	2
73	2.098	1.333	2.157	1.294	2
74	2.157	1.784	2.098	1.275	2
75	2.059	2.02	2.078	1.294	2
76	2.647	2.412	2.059	1.294	2
77	2.588	2.294	2.078	1.294	2
78	2.255	1.608	2.216	1.275	2
79	2.216	1.098	2.235	1.275	2
80	2.412	3.176	2.059	1.294	2
81	2.216	3.275	2.078	1.294	2
82	2.098	1.902	2.137	1.294	2
83	1.98	1.588	2.196	1.294	2
84	1.863	1.549	2.255	1.314	2
85	2.118	2.118	2.196	1.353	2
86	2.176	2.882	2.137	1.392	2
87	2.137	2.706	2.176	1.412	2
88	2.157	2.686	2.176	1.412	2
89	2.118	2.49	2.216	1.412	2
90	2.196	2.255	2.176	1.431	2
91	2.255	2.569	2.039	1.451	2
92	2.157	2.392	2.137	1.431	2
93	2.412	1.882	2.235	1.451	2
94	2.294	2.137	2.255	1.471	2
95	2.157	2.294	2.255	1.451	2
96	2.078	1.98	2.235	1.373	2
97	2.275	2.098	2.118	1.353	2
98	1.824	1.725	2.118	1.333	2
99	1.961	1.706	2.098	1.314	2
100	2.098	2.392	2.039	1.333	2
101	2.039	2.529	2.039	1.333	2
102	2.118	1.804	2.157	1.333	2
103	2.118	1.392	2.176	1.333	2
104	2.196	1.882	2.098	1.333	2
105	2.118	2.118	2.118	1.314	2
106	2.118	1.745	2.157	1.314	2
107	2.157	2.02	2.078	1.314	2
108	2.216	2.333	2.039	1.333	2
109	1.922	2.059	2.078	1.333	2
110	2.333	2.353	2.059	1.353	2
111	2.118	2.627	2.118	1.353	2
112	1.941	2.039	2.157	1.333	2
113	1.902	1.941	2.137	1.294	2
114	2.039	2.294	2.118	1.314	2
115	2.176	1.961	2.176	1.294	2
116	2.157	1.765	2.196	1.294	2
117	2.176	2.255	2.118	1.314	2
118	2.078	2.275	2.098	1.333	2
119	2.039	1.647	2.137	1.314	2
120	2.196	2.0	2.118	1.314	2
121	2.157	2.49	2.118	1.314	2
122	2.118	2.373	2.157	1.314	2
123	2.157	2.118	2.118	1.333	2
124	2.118	1.941	2.118	1.314	2
125	2.176	1.961	2.118	1.314	2
126	2.118	2.137	2.118	1.333	2
127	2.431	1.98	2.118	1.373	2
128	2.353	2.314	2.078	1.353	2
129	2.118	2.412	2.098	1.314	2
130	1.882	1.824	2.216	1.314	2
131	1.98	1.588	2.216	1.294	2
132	2.176	2.216	2.098	1.333	2
133	2.216	2.314	2.0	1.314	2
134	2.098	2.373	2.039	1.314	2
135	2.196	2.451	2.157	1.333	2
136	2.039	1.961	2.235	1.333	2
137	2.118	1.412	2.216	1.314	2
138	2.176	2.353	2.098	1.333	2
139	2.137	2.392	2.137	1.333	2
140	2.078	1.863	2.118	1.333	2
141	2.118	2.549	2.0	1.353	2
142	2.118	2.686	2.02	1.333	2
143	2.196	2.157	2.137	1.353	2
144	2.373	2.0	2.157	1.373	2
145	2.314	2.392	2.078	1.373	2
